date 	price
22/06/2014 	1.172668
23/06/2014 	1.172338
24/06/2014 	1.176256
25/06/2014 	1.171395
26/06/2014 	1.174054
27/06/2014 	1.175330
28/06/2014 	1.176406
29/06/2014 	1.177845
30/06/2014 	1.177845
01/07/2014 	1.175265
02/07/2014 	1.183375
03/07/2014 	1.177618
04/07/2014 	1.166344
05/07/2014 	1.166813
06/07/2014 	1.166952
07/07/2014 	1.166461
08/07/2014 	1.167949
09/07/2014 	1.168484
10/07/2014 	1.166529
11/07/2014 	1.166316
12/07/2014 	1.164271
13/07/2014 	1.165328
14/07/2014 	1.165328
15/07/2014 	1.165618
16/07/2014 	1.164645
17/07/2014 	1.163820
18/07/2014 	1.165622
19/07/2014 	1.165854
20/07/2014 	1.165533
21/07/2014 	1.165588
22/07/2014 	1.162233
23/07/2014 	1.164376
24/07/2014 	1.168980
25/07/2014 	1.168051
26/07/2014 	1.167387
27/07/2014 	1.166905
28/07/2014 	1.166960
29/07/2014 	1.168077
30/07/2014 	1.166556
31/07/2014 	1.161048
01/08/2014 	1.159771
02/08/2014 	1.161338
03/08/2014 	1.160710
04/08/2014 	1.160710
05/08/2014 	1.162685
06/08/2014 	1.160398
07/08/2014 	1.167368
08/08/2014 	1.160850
09/08/2014 	1.161009
10/08/2014 	1.161734
11/08/2014 	1.161734
12/08/2014 	1.157621
13/08/2014 	1.159798
14/08/2014 	1.162852
15/08/2014 	1.160816
16/08/2014 	1.160024
17/08/2014 	1.161352
18/08/2014 	1.161352
19/08/2014 	1.160724
20/08/2014 	1.160577
21/08/2014 	1.164050
22/08/2014 	1.162503
23/08/2014 	1.163455
25/08/2014 	1.163354
26/08/2014 	1.162676
27/08/2014 	1.163507
28/08/2014 	1.163926
29/08/2014 	1.168333
30/08/2014 	1.166256
31/08/2014 	1.166335
01/09/2014 	1.166335
02/09/2014 	1.166861
03/09/2014 	1.162752
04/09/2014 	1.169261
05/09/2014 	1.173494
06/09/2014 	1.175101
08/09/2014 	1.175912
09/09/2014 	1.167907
10/09/2014 	1.161819
11/09/2014 	1.156842
12/09/2014 	1.150271
13/09/2014 	1.142714
14/09/2014 	1.142714
15/09/2014 	1.140899
16/09/2014 	1.144951
17/09/2014 	1.144951
18/09/2014 	1.142066
19/09/2014 	1.137970
